,Unnamed: 0,FILE TYPE,SKU,AVAILABLE,QTY,NEXT AVAILABLE QTY,NEXT AVAILABLE DATE,MANUFACTURER,MANUFACTURER SKU,DESCRIPTION,UNIT COST,UNIT COST 2,UNIT COST 3,UNIT COST 4,DISCONTINUED,DISCONTINUED DATE,AVAILABILITY START DATE,AVAILABILITY END DATE,MIN DAYS TO SHIP,MAX DAYS TO SHIP,CONDITION CODE,MERCH. DEPT.,UNIT OF MEASURE,MERCHANT SKU,MERCHANT,GS1 ID,Warehouse 1 ID,Warehouse 1 QTY,Warehouse 1 Next Available QTY,Warehouse 1 Next Available Date,Warehouse 2 ID,Warehouse 2 QTY,Warehouse 2 Next Available QTY,Warehouse 2 Next Available DATE,Warehouse 3 ID,Warehouse 3 QTY,Warehouse 3 Next Available QTY,Warehouse 3 Next Available DATE,Warehouse 4 ID,Warehouse 4 QTY,Warehouse 4 Next Available QTY,Warehouse 4 Next Available Date,Warehouse 5 ID,Warehouse 5 QTY,Warehouse 5 Next Available QTY
221,221,IN,K7701.24-A840,No,0,,,,,Dinah 24 in. Orange Bar Stool,,,,,,,,,,,,,,306903923,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
222,222,IN,K7701.24-F2280,Yes,10,,,,,Dinah 24 in. Grey Lattice Bar Stool,,,,,,,,,,,,,,306903925,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
223,223,IN,K7701.24-F2281,Yes,20,,,,,Dinah 24 in. Navy Blue Bar Stool,,,,,,,,,,,,,,306903927,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
224,224,IN,K7701.24-F2283,No,0,,,,,Dinah 24 in. Brown Bar Stool,,,,,,,,,,,,,,306903917,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
225,225,IN,K7746-F2294,No,0,,,,,Chevron Textured Gray Armless Accent Chair,,,,,,,,,,,,,,306580782,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
226,226,IN,K7802-YDQY-2,Yes,10,,,,,18 in. H x 57.50 in. W x 27.75 in. D Draper Light Brown Faux Leather Large Decorative Bench/Ottoman,,,,,,,,,,,,,,314975720,THEHOMEDEPOT,,KFHQ,10,,,KFNJ,0,,,,,,,,,,,,,
227,227,IN,K8536-B302,Yes,20,,,,,Sherpa Gray Accent Chair,,,,,,,,,,,,,,314937885,THEHOMEDEPOT,,KFHQ,10,,,KFNJ,0,,,,,,,,,,,,,
228,228,IN,K8536-B303,No,0,,,,,Sherpa Cream Accent Chair,,,,,,,,,,,,,,314937969,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
229,229,IN,K8537-B305,Yes,10,,,,,Gray Tufted Ottoman with Black Metal and Honey Oak Wood Legs with Storage 20 in. H x 30 in. W x 30 in. D,,,,,,,,,,,,,,315663084,THEHOMEDEPOT,,KFHQ,2,,,KFNJ,0,,,,,,,,,,,,,
230,230,IN,N4538-E608,Yes,36,,,,,,,,,,,,,,,,,,,303705470,THEHOMEDEPOT,,KFHQ,20,,,KFNJ,0,,,,,,,,,,,,,
231,231,IN,N6196-E074,Yes,20,,,,,Large Brown Faux Leather Tufted Bench with Storage 18 in. H x 43 in. W X 22 in. D,,,,,,,,,,,,,,314981708,THEHOMEDEPOT,,KFHQ,10,,,KFNJ,0,,,,,,,,,,,,,
232,232,IN,N6302-F1550,Yes,20,,,,,Chunky Textured Teal Decorative Bench with Storage 18 in. Height X 40 in. Width X 18.5 in. Depth,,,,,,,,,,,,,,314981704,THEHOMEDEPOT,,KFHQ,10,,,KFNJ,0,,,,,,,,,,,,,
233,233,IN,N6302-F1569,No,0,,,,,Chunky Textured Mango Coral Decorative Bench with Storage 18 in. Height X 40 in. Width X 18.5 in. Depth,,,,,,,,,,,,,,314981722,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
234,234,IN,N6302-F1570,No,0,,,,,Chunky Textured Navy Blue Decorative Bench with Storage 18 in. Height X 40 in. Width X 18.5 in. Depth,,,,,,,,,,,,,,314981727,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
235,235,IN,N6337-F1337,Yes,30,,,,,Multi Parson Chair,,,,,,,,,,,,,,306580783,THEHOMEDEPOT,,KFHQ,20,,,KFNJ,0,,,,,,,,,,,,,
236,236,IN,N6354-A708,Yes,56,,,,,Parsons Deluxe Multi-Color Ikat Upholstered Dining Chair Set of 2,,,,,,,,,,,,,,307976243,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
237,237,IN,N6354-E073,No,0,,,,,Parsons Black Faux Leather Upholstered Dining Chair Set of 2,,,,,,,,,,,,,,307976244,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
238,238,IN,N6354-F1423,Yes,80,,,,,Parsons Multi-Color Medallion Woven Upholstered Dining Chair Set of 2,,,,,,,,,,,,,,307976250,THEHOMEDEPOT,,KFHQ,20,,,KFNJ,0,,,,,,,,,,,,,
239,239,IN,N6354-F354,No,0,,,,,Parsons Leopard Upholstered Dining Chair Set of 2,,,,,,,,,,,,,,307976251,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
240,240,IN,N6354-F827,No,0,,,,,Parsons Blue and Brown Paisley Medallion Upholstered Dining Chair Set of 2,,,,,,,,,,,,,,307976239,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
241,241,IN,N7718-F1158,Yes,20,,,,,Carolina Tufted Bench With Nailhead Trim,,,,,,,,,,,,,,308391522,THEHOMEDEPOT,,KFHQ,10,,,KFNJ,0,,,,,,,,,,,,,
242,242,IN,N8264-F1044,Yes,20,,,,,,,,,,,,,,,,,,,303705486,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
243,243,IN,N8264-F1077,Yes,20,,,,,,,,,,,,,,,,,,,303705500,THEHOMEDEPOT,,KFHQ,0,,,KFNJ,0,,,,,,,,,,,,,
